user_id,cc_id,num_cc,channel,trial_money,trial_nums,trial_price,teacher_id,teacher_type,is_weekend,num_days_reserve,student_evaluation,has_comment,trial_issue,if_converted
16559082,638.0,2.0,1662.0,0.0,1,0.0,1737,2,0,12.0,5.0,0,0,0
16559104,638.0,2.0,1662.0,1.0,1,1.0,1756,2,0,8.0,2.21,0,0,0
16559130,638.0,3.0,1662.0,0.0,1,0.0,780,2,0,3.0,12.0,0,0,0
16559157,638.0,2.0,1662.0,0.0,1,0.0,1698,5,0,4.0,1.58,0,0,0
16559184,638.0,3.0,1662.0,0.0,1,0.0,1603,2,0,18.0,3.48,0,0,0
16559193,638.0,2.0,1662.0,0.0,1,0.0,1698,5,1,7.0,2.43,0,0,0
16559202,638.0,3.0,1662.0,0.0,1,0.0,1589,2,0,3.0,0.6,0,0,0
16559211,638.0,2.0,1662.0,0.0,1,0.0,1597,2,0,22.0,0.98,0,0,0
16559220,638.0,2.0,1662.0,0.0,1,0.0,1698,5,0,6.0,1.74,0,0,0
16559227,638.0,3.0,1662.0,0.0,1,0.0,1763,5,0,7.0,3.49,0,0,0
16559236,638.0,3.0,1662.0,0.0,1,0.0,1794,5,0,4.0,11.0,0,0,0
16559294,638.0,2.0,1662.0,0.0,1,0.0,1419,5,1,9.0,13.0,0,0,0
16559355,638.0,3.0,1662.0,0.0,2,0.0,1741,5,0,12.5,1.4649999999999999,0,0,0
16559364,638.0,2.0,1662.0,0.0,1,0.0,1746,2,1,7.0,9.0,0,0,0
16559416,638.0,2.0,1662.0,0.0,1,0.0,991,5,1,26.0,0.83,0,0,0
16559423,638.0,2.0,1662.0,0.0,1,0.0,738,2,0,17.0,8.0,0,0,0
16559546,638.0,2.0,1662.0,0.0,1,0.0,1087,2,0,35.0,17.0,0,0,0
16559576,638.0,2.0,1662.0,0.0,1,0.0,1268,2,1,5.0,12.0,0,0,0
16559585,638.0,2.0,1662.0,0.0,1,0.0,1801,2,0,14.0,7.0,0,0,0
16560509,638.0,0.0,1662.0,0.0,1,0.0,1603,2,0,21.0,3.48,0,0,0
16560530,638.0,2.0,1662.0,0.0,1,0.0,1843,2,0,4.0,2.94,0,0,0
16560636,638.0,1.0,1662.0,0.0,1,0.0,1714,2,1,6.0,8.0,0,0,0
16560903,638.0,0.0,1662.0,0.0,1,0.0,1846,2,1,4.0,15.0,0,0,0
16561005,638.0,0.0,1662.0,0.0,1,0.0,1828,2,0,8.0,15.0,0,0,0
16561135,638.0,0.0,1662.0,0.0,1,0.0,1437,5,1,17.0,1.9,0,0,0
16561180,638.0,0.0,1662.0,0.0,1,0.0,1783,5,0,7.0,8.0,0,0,0
16561212,638.0,0.0,1662.0,0.0,1,0.0,1756,2,0,6.0,0.4,0,0,0
16561215,638.0,3.0,1662.0,0.0,1,0.0,1510,2,0,35.0,18.0,0,0,0
16561343,638.0,0.0,1662.0,0.0,1,0.0,1419,5,1,4.0,14.0,0,0,0
16561435,638.0,0.0,1662.0,0.0,1,0.0,1530,5,0,9.0,7.0,0,0,0
16561482,638.0,0.0,1662.0,0.0,1,0.0,1794,5,0,9.0,14.0,0,0,0
16561498,638.0,0.0,1662.0,0.0,1,0.0,1510,2,0,6.0,20.0,0,0,0
16561530,638.0,0.0,1662.0,0.0,1,0.0,1684,2,0,38.0,7.0,0,0,0
16561540,638.0,0.0,1662.0,0.0,1,0.0,1797,5,1,2.0,14.0,0,0,0
16561623,638.0,0.0,1662.0,0.0,1,0.0,1803,2,0,33.0,6.0,0,0,0
