user_id,age,gender,job,after_policy,product_want,study_level,study_time,study_budget,purpose,learnt_offline,learnt_online,learnt_app,learnt_movie,learnt_book,learnt_foreigner,learnt_work,learnt_media,learnt_other,int_listen,int_speak,int_read,int_write,int_vocab,int_grammar,int_fluency,int_interpret,int_translation,int_business,int_talk,int_other,teacher_id,t_gender,t_nationality,t_chin_level,t_price,t_accent,t_speech_rate,t_atmosphere,t_correct_pronunce,t_correct_grammar,t_degree,t_humorous,t_responsible,t_active,t_patient,t_goodlook,t_experienced,t_TESOL,t_TEFL,t_ESL,t_TEYL,t_CELTA,t_Qualified,channel,product_id,lesson,unit_price,product_money,num_cancel,num_completed,num_student_absent,num_teacher_absent,per_completed,avg_days_class,per_weekday,per_weekend,num_teacher,num_issue,total_point,material,avg_days_reserve,std_days_between_class,cr_id,if_repurchase
137417,417.0,0,0,0,567.0,428.0,0.0,0.0,23.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1101,1,413.0,763.0,240.0,1424.0,1471.0,6.0,6.0,6.0,1434.0,1,1,0,1,0,0,0,0,1,0,0,0,99.0,25.0,48.0,166.6,7999.0,1.0,19.0,0.0,0.0,0.4,17.68421052631579,0.7368421052631579,0.2631578947368421,5.0,0.0,4.72,4.7,15.526315789473683,30.48564037388501,638.0,1
143101,0.0,0,8,0,567.0,422.0,0.0,476.0,0.0,1,0,1,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,586,1,214.0,762.0,155.0,1428.0,1472.0,5.0,10.0,10.0,1434.0,1,1,1,1,1,0,0,0,0,0,0,0,99.0,23.0,48.0,128.0,6144.0,0.0,1.0,0.0,0.0,0.02,144.0,0.0,1.0,1.0,0.0,4.72,4.7,10.0,0.0,667.0,0
144044,0.0,0,16,0,567.0,428.0,471.0,476.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,568,1,264.0,763.0,240.0,1425.0,1472.0,5.0,8.0,8.0,1434.0,1,1,1,1,0,1,0,0,1,0,0,0,99.0,25.0,96.0,152.8,14664.0,20.0,33.0,0.0,0.0,0.34,8.727272727272727,0.8787878787878788,0.1212121212121212,2.0,0.0,4.72,4.7,6.303030303030303,9.895572165612682,100.0,0
146280,0.0,1,8,0,567.0,422.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,852,0,220.0,763.0,59.0,1428.0,1475.0,4.0,4.0,4.0,1434.0,0,0,0,1,0,0,0,0,0,0,0,0,99.0,21.0,32.0,59.0,1888.0,0.0,6.0,2.0,0.0,0.19,16.0,1.0,0.0,5.0,0.0,4.0,5.0,4.833333333333333,2.786873995477131,319.0,0
149977,419.0,1,16,0,567.0,428.0,471.0,476.0,31.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1210,1,287.0,763.0,169.0,1425.0,1475.0,5.0,7.0,7.0,1434.0,1,1,0,1,0,1,1,0,0,0,0,0,99.0,25.0,32.0,169.0,5408.0,0.0,5.0,0.0,0.0,0.16,19.2,0.2,0.8,3.0,0.0,4.72,4.7,11.6,4.743416490252569,319.0,1
161506,418.0,0,13,0,567.0,425.0,0.0,0.0,23.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,381,0,413.0,763.0,208.0,1424.0,1475.0,7.0,8.0,8.0,1434.0,1,1,0,1,0,1,1,1,1,1,0,0,99.0,25.0,32.0,169.0,5408.0,1.0,7.0,0.0,0.0,0.22,13.714285714285714,0.7142857142857143,0.2857142857142857,1.0,0.0,4.72,4.7,4.571428571428571,6.550172662209898,100.0,1
168122,0.0,0,0,0,567.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,842,0,220.0,763.0,75.0,1428.0,1475.0,7.0,9.0,9.0,1435.0,0,1,0,1,0,1,1,0,1,0,0,0,691.0,21.0,32.0,62.5,2000.0,0.0,5.0,0.0,0.0,0.16,19.2,0.6,0.4,5.0,0.0,4.0,5.0,7.4,11.502173707608488,100.0,0
16400775,416.0,0,3,0,570.0,423.0,470.0,0.0,594.0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,554,1,413.0,763.0,224.0,1424.0,1472.0,2.0,2.0,2.0,1434.0,1,1,0,1,0,1,0,0,0,0,0,0,99.0,25.0,16.0,180.0,2880.0,0.0,4.0,0.0,0.0,0.25,12.0,0.5,0.5,1.0,0.0,4.72,4.7,8.0,0.5,319.0,0
16402794,0.0,0,16,0,567.0,428.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,984,0,214.0,762.0,124.0,1428.0,1475.0,9.0,9.0,9.0,1434.0,0,1,1,1,0,1,0,0,0,0,0,0,99.0,23.0,32.0,124.2,3974.0,3.0,21.0,0.0,0.0,0.66,4.571428571428571,0.1428571428571428,0.8571428571428571,2.0,0.0,5.0,5.0,12.904761904761903,4.763452129545986,54.0,1
16404123,419.0,0,0,0,567.0,428.0,0.0,0.0,23.0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1343,1,264.0,763.0,224.0,1425.0,1475.0,10.0,10.0,10.0,1435.0,1,1,1,1,1,1,0,0,0,0,0,0,99.0,25.0,48.0,166.6,7999.0,3.0,5.0,0.0,0.0,0.1,28.8,0.6,0.4,1.0,1.0,4.72,4.7,25.2,1.6431676725154984,319.0,0
16406365,0.0,0,16,0,567.0,428.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,740,0,220.0,763.0,59.0,1428.0,1472.0,8.0,5.0,5.0,1434.0,0,1,1,1,0,0,1,0,0,0,0,0,99.0,21.0,32.0,59.0,1888.0,0.0,8.0,1.0,0.0,0.25,12.0,0.5,0.5,5.0,0.0,4.72,4.7,6.125,7.265377779972234,319.0,0
16433010,417.0,1,0,0,567.0,428.0,0.0,0.0,31.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,726,0,220.0,763.0,71.0,1428.0,1472.0,5.0,10.0,10.0,1435.0,1,1,1,1,0,1,0,0,0,0,0,0,99.0,21.0,32.0,59.0,1888.0,0.0,5.0,1.0,1.0,0.16,19.2,0.6,0.4,5.0,1.0,4.72,4.7,7.6,17.924843095547587,667.0,1
16433568,416.0,1,3,0,570.0,427.0,0.0,0.0,26.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,690,1,413.0,761.0,169.0,1424.0,1472.0,8.0,7.0,7.0,1434.0,1,1,1,1,1,1,0,0,0,0,0,0,99.0,27.0,33.0,172.8,5702.0,0.0,18.0,0.0,0.0,0.55,5.5,1.0,0.0,1.0,0.0,4.72,4.7,4.777777777777778,8.78873313199118,100.0,0
16433802,418.0,1,16,0,569.0,428.0,0.0,0.0,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,944,1,413.0,760.0,192.0,1424.0,1472.0,5.0,5.0,5.0,1434.0,0,1,0,1,1,1,0,0,0,0,0,0,99.0,25.0,66.0,151.5,9999.0,4.0,30.0,0.0,0.0,0.45,6.6,0.5,0.5,4.0,0.0,4.8,4.0,5.933333333333334,4.303032878566348,100.0,0
16434025,412.0,2,0,0,1035.0,1531.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,923,0,264.0,763.0,240.0,1425.0,1475.0,6.0,6.0,6.0,1434.0,1,1,1,1,0,0,0,1,0,0,0,0,99.0,25.0,32.0,187.5,6000.0,4.0,11.0,1.0,0.0,0.34,8.727272727272727,0.5454545454545454,0.4545454545454545,3.0,0.0,4.72,4.7,3.0,5.820028116145769,270.0,1
16435873,419.0,0,7,0,569.0,423.0,0.0,0.0,23.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1448,0,337.0,763.0,176.0,1425.0,1475.0,5.0,5.0,7.0,1434.0,0,1,0,1,0,0,0,0,1,0,0,0,99.0,25.0,16.0,188.0,3008.0,0.0,1.0,2.0,0.0,0.06,48.0,1.0,0.0,1.0,0.0,4.72,4.7,8.0,0.0,667.0,0
16437926,417.0,1,16,0,567.0,422.0,0.0,0.0,31.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,610,1,413.0,763.0,240.0,1424.0,1475.0,7.0,10.0,10.0,1434.0,1,1,0,1,0,0,0,0,0,0,0,0,99.0,25.0,96.0,149.0,14304.0,0.0,10.0,0.0,0.0,0.1,28.8,0.9,0.1,8.0,1.0,4.72,4.7,9.1,1.4757295747452437,667.0,0
16438011,0.0,0,0,0,567.0,423.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1161,0,220.0,763.0,69.0,1424.0,1475.0,8.0,9.0,9.0,0.0,1,1,0,1,0,1,0,0,0,0,0,0,99.0,21.0,32.0,70.0,2240.0,0.0,2.0,0.0,0.0,0.06,48.0,0.5,0.5,2.0,1.0,4.0,5.0,2.0,60.81118318204309,638.0,0
16438062,417.0,0,16,0,571.0,428.0,0.0,0.0,825.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,1,214.0,762.0,212.0,0.0,1475.0,4.0,10.0,9.0,1434.0,0,1,0,1,1,0,0,0,0,0,0,0,99.0,32.0,96.0,139.0,13344.0,0.0,2.0,0.0,0.0,0.02,144.0,0.5,0.5,2.0,0.0,4.72,4.7,4.5,36.76955262170047,667.0,1
16438838,418.0,0,11,0,567.0,428.0,0.0,0.0,824.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,812,1,220.0,763.0,77.0,1428.0,1475.0,3.0,2.0,2.0,1434.0,1,0,0,0,0,0,0,0,1,0,0,0,99.0,21.0,10.0,70.6,705.6,1.0,3.0,0.0,0.0,0.3,10.0,0.0,1.0,1.0,0.0,4.72,4.7,9.0,1.0,667.0,0
16439345,416.0,0,3,0,570.0,421.0,0.0,0.0,594.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,568,1,264.0,763.0,240.0,1425.0,1472.0,5.0,8.0,8.0,1434.0,1,1,1,1,0,1,0,0,1,0,0,0,99.0,25.0,10.0,199.9,1999.0,0.0,2.0,0.0,0.0,0.2,15.0,1.0,0.0,1.0,0.0,4.72,4.7,8.0,3.5355339059327378,667.0,0
16439484,0.0,0,1,0,567.0,428.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,381,0,413.0,763.0,208.0,1424.0,1475.0,7.0,8.0,8.0,1434.0,1,1,0,1,0,1,1,1,1,1,0,0,99.0,25.0,32.0,159.0,5088.0,0.0,2.0,0.0,0.0,0.06,48.0,0.0,1.0,1.0,0.0,4.72,4.7,13.0,2.8284271247461903,667.0,0
16439509,418.0,0,16,0,567.0,428.0,0.0,0.0,31.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,780,0,337.0,763.0,169.0,1428.0,1475.0,9.0,9.0,9.0,1435.0,0,1,1,1,0,0,1,0,0,0,0,0,99.0,25.0,96.0,149.0,14304.0,2.0,11.0,0.0,0.0,0.11,26.181818181818183,0.9090909090909092,0.0909090909090909,11.0,0.0,4.72,4.7,21.818181818181817,23.911579545559857,667.0,0
16439639,0.0,0,16,0,567.0,428.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,923,0,264.0,763.0,240.0,1425.0,1475.0,6.0,6.0,6.0,1434.0,1,1,1,1,0,0,0,1,0,0,0,0,99.0,25.0,48.0,166.6,7999.0,1.0,3.0,0.0,0.0,0.06,48.0,1.0,0.0,1.0,0.0,4.72,4.7,12.333333333333334,20.42057785666214,667.0,0
16439802,0.0,0,0,0,567.0,426.0,469.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,571,1,413.0,760.0,169.0,1424.0,1472.0,10.0,10.0,10.0,1435.0,1,1,1,1,0,1,0,1,0,0,1,0,99.0,25.0,32.0,179.1,5732.0,0.0,3.0,1.0,0.0,0.09,32.0,0.6666666666666666,0.3333333333333333,1.0,0.0,5.0,5.0,4.333333333333333,26.0,54.0,0
16440053,417.0,0,0,0,567.0,423.0,468.0,0.0,31.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,486,1,413.0,760.0,192.0,1424.0,1473.0,5.0,5.0,5.0,1434.0,0,0,1,1,1,0,0,0,0,0,0,0,99.0,25.0,32.0,159.0,5088.0,2.0,17.0,1.0,0.0,0.53,5.647058823529412,0.8235294117647058,0.1764705882352941,7.0,1.0,4.72,4.7,10.0,9.54902212424978,667.0,1
16441360,412.0,2,1,0,1035.0,428.0,0.0,0.0,23.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1049,0,337.0,763.0,192.0,1425.0,1472.0,8.0,6.0,6.0,0.0,0,0,0,1,0,1,1,0,0,0,0,0,99.0,25.0,48.0,139.0,6672.0,1.0,15.0,1.0,0.0,0.31,9.6,0.7333333333333333,0.2666666666666666,9.0,0.0,4.72,4.7,38.73333333333333,3.76449579245728,638.0,0
16441571,417.0,1,16,0,567.0,428.0,0.0,0.0,31.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,713,0,220.0,763.0,59.0,1428.0,1475.0,4.0,10.0,3.0,1435.0,0,0,0,0,0,0,0,0,0,0,0,0,99.0,21.0,32.0,59.0,1888.0,3.0,9.0,1.0,0.0,0.28,10.666666666666666,0.8888888888888888,0.1111111111111111,4.0,0.0,4.72,4.7,5.0,14.850177701892248,667.0,0
