user_id,age,gender,job,after_policy
131990,0.0,2,0,0
131991,420.0,0,0,0
131992,420.0,0,0,0
131993,0.0,0,0,0
131994,412.0,2,0,0
131995,416.0,0,0,0
131996,0.0,0,0,0
131997,412.0,2,0,0
131998,0.0,0,0,0
131999,412.0,2,0,0
132000,416.0,1,0,0
132001,416.0,0,0,0
132002,0.0,0,0,0
132003,0.0,0,0,0
132004,0.0,0,0,0
132005,416.0,0,0,0
132006,420.0,0,0,0
132007,417.0,0,0,0
132008,419.0,1,0,0
132009,420.0,0,0,0
132010,412.0,2,0,0
132011,416.0,0,0,0
132013,412.0,2,0,0
132014,413.0,2,0,0
132015,416.0,0,0,0
132016,0.0,0,0,0
132017,413.0,2,0,0
132018,416.0,0,0,0
132019,0.0,0,0,0
132020,412.0,2,0,0
132021,416.0,0,0,0
132022,412.0,2,0,0
132023,419.0,0,0,0
132024,416.0,1,0,0
132025,0.0,0,0,0
132026,0.0,0,0,0
132027,416.0,0,0,0
132028,418.0,0,0,0
132029,414.0,2,0,0
132030,412.0,2,0,0
132031,0.0,0,0,0
132032,0.0,0,0,0
132033,416.0,0,0,0
132034,417.0,1,0,0
132035,420.0,0,0,0
132036,0.0,0,0,0
132037,418.0,0,0,0
132038,416.0,1,0,0
132039,0.0,1,0,0
132040,0.0,0,0,0
132041,0.0,0,0,0
132042,0.0,0,0,0
132043,0.0,0,0,0
132044,0.0,0,0,0
132045,0.0,0,0,0
132046,0.0,2,0,0
132047,0.0,0,0,0
132048,0.0,0,0,0
132049,0.0,1,0,0
132050,0.0,0,0,0
132051,0.0,0,0,0
132052,412.0,2,0,0
132053,416.0,0,0,0
132054,419.0,0,0,0
132055,411.0,2,0,0
132056,416.0,0,0,0
132057,0.0,0,0,0
132058,414.0,2,0,0
132059,0.0,2,0,0
132060,416.0,0,0,0
132061,0.0,0,0,0
132062,0.0,0,0,0
132063,0.0,0,0,0
132064,0.0,0,0,0
132065,416.0,1,0,0
132066,420.0,0,0,0
132067,412.0,2,0,0
132068,0.0,0,0,0
132069,412.0,2,0,0
132070,0.0,0,0,0
132071,0.0,0,0,0
132072,0.0,0,0,0
132073,0.0,0,0,0
132074,0.0,0,0,0
132075,419.0,0,0,0
132076,420.0,1,0,0
132077,0.0,0,0,0
132078,0.0,0,0,0
132079,0.0,0,0,0
132080,0.0,0,0,0
132081,412.0,2,0,0
132082,0.0,0,0,0
132083,419.0,1,0,0
132084,0.0,0,0,0
132085,416.0,0,0,0
132086,420.0,0,0,0
132087,416.0,0,0,0
132088,416.0,0,0,0
132089,412.0,2,0,0
132090,412.0,2,0,0
132091,416.0,0,0,0
132092,0.0,0,0,0
132093,0.0,1,0,0
132094,0.0,0,0,0
132095,420.0,1,0,0
132096,419.0,0,0,0
132097,417.0,0,0,0
132098,0.0,0,0,0
132099,0.0,0,0,0
132100,0.0,0,0,0
132101,416.0,0,0,0
132102,412.0,2,0,0
132103,420.0,0,0,0
132104,411.0,2,16,0
132105,0.0,0,0,0
132106,419.0,0,0,0
132107,412.0,2,0,0
132108,419.0,0,0,0
132109,0.0,0,0,0
132110,420.0,0,0,0
132111,416.0,0,0,0
132112,420.0,0,0,0
132113,0.0,0,0,0
132114,0.0,0,0,0
132115,0.0,0,0,0
132116,0.0,2,0,0
132117,412.0,2,0,0
132118,418.0,1,0,0
132119,418.0,0,0,0
132120,0.0,0,0,0
132121,414.0,2,0,0
132122,0.0,0,0,0
132123,0.0,0,0,0
132124,0.0,0,0,0
132125,0.0,0,0,0
132126,412.0,2,0,0
132127,420.0,0,0,0
132128,0.0,0,0,0
132129,418.0,1,0,0
132130,412.0,2,0,0
132131,0.0,0,0,0
132132,412.0,2,0,0
132133,420.0,0,0,0
132134,0.0,2,0,0
132135,417.0,1,0,0
132136,416.0,0,0,0
132137,416.0,1,0,0
132138,0.0,0,0,0
132139,0.0,0,0,0
132140,0.0,0,0,0
132141,0.0,0,0,0
132142,0.0,0,0,0
132143,417.0,1,0,0
132144,419.0,0,0,0
132145,0.0,0,0,0
132146,0.0,0,0,0
132147,412.0,2,0,0
132148,418.0,0,0,0
132149,416.0,0,0,0
132150,0.0,0,6,0
132151,412.0,2,0,0
132152,412.0,2,0,0
132153,0.0,0,0,0
132154,416.0,1,0,0
132155,0.0,0,0,0
132156,417.0,1,0,0
132157,0.0,0,0,0
132158,414.0,2,0,0
132159,418.0,1,3,0
132160,416.0,1,0,0
132161,0.0,0,0,0
132162,418.0,0,0,0
132163,416.0,1,0,0
132165,0.0,0,13,0
132166,419.0,1,0,0
132167,0.0,1,0,0
132168,0.0,1,0,0
132169,418.0,0,0,0
132170,420.0,0,0,0
132171,418.0,0,0,0
132172,0.0,0,0,0
132173,416.0,1,0,0
132174,0.0,0,0,0
132175,0.0,0,0,0
132176,419.0,0,0,0
132177,414.0,2,0,0
132178,416.0,0,0,0
132179,416.0,0,0,0
132180,0.0,0,0,0
132181,411.0,2,0,0
132182,0.0,0,0,0
132183,0.0,0,0,0
132184,416.0,0,0,0
132186,412.0,2,0,0
132187,0.0,0,0,0
132188,0.0,1,0,0
132189,411.0,2,0,0
132190,416.0,1,0,0
132191,0.0,0,0,0
132192,0.0,0,0,0
132193,411.0,2,0,0
132194,420.0,1,0,0
132195,420.0,0,0,0
132196,419.0,0,0,0
132197,418.0,1,0,0
132198,419.0,1,0,0
132199,416.0,0,0,0
132200,412.0,2,0,0
132201,417.0,0,0,0
132202,418.0,0,0,0
132203,0.0,0,0,0
132204,412.0,2,0,0
132205,418.0,1,0,0
132206,0.0,0,0,0
132207,0.0,0,0,0
132208,0.0,0,0,0
132209,0.0,0,0,0
132210,420.0,1,0,0
132211,0.0,0,0,0
132212,0.0,0,0,0
132213,419.0,1,0,0
132214,418.0,0,0,0
132215,0.0,2,0,0
132216,418.0,1,0,0
132217,417.0,0,0,0
132218,419.0,0,0,0
132219,0.0,0,0,0
132220,0.0,0,0,0
132221,416.0,1,0,0
132222,0.0,0,0,0
132223,413.0,2,0,0
132224,0.0,0,0,0
132225,0.0,0,0,0
132226,0.0,0,0,0
132227,416.0,0,0,0
132228,0.0,0,0,0
132229,0.0,0,0,0
132230,420.0,0,0,0
132231,412.0,2,0,0
132232,418.0,0,0,0
132233,0.0,0,0,0
132234,0.0,0,0,0
132235,0.0,0,0,0
132236,0.0,2,0,0
132237,416.0,0,0,0
132238,0.0,0,0,0
132239,419.0,1,0,0
132240,0.0,0,0,0
132241,417.0,0,0,0
132242,418.0,0,0,0
132243,0.0,0,0,0
132244,0.0,0,0,0
132245,0.0,0,0,0
132246,0.0,0,0,0
132247,0.0,0,0,0
132248,416.0,1,0,0
132249,0.0,0,0,0
132250,0.0,0,0,0
132251,418.0,0,0,0
132252,0.0,0,0,0
132253,0.0,0,0,0
132254,420.0,0,0,0
132255,416.0,0,0,0
132256,419.0,0,0,0
132257,0.0,0,0,0
132258,418.0,1,0,0
132259,0.0,0,0,0
132260,0.0,0,0,0
132261,418.0,0,0,0
132262,0.0,0,0,0
132263,418.0,1,0,0
132264,414.0,2,0,0
132265,417.0,1,0,0
132266,416.0,1,0,0
132267,418.0,1,0,0
132268,416.0,1,0,0
132269,412.0,2,0,0
132270,416.0,1,0,0
132271,416.0,1,0,0
132272,418.0,0,0,0
132273,419.0,0,0,0
132274,0.0,0,0,0
132275,0.0,0,0,0
132276,417.0,0,13,0
132277,0.0,0,0,0
132278,0.0,0,0,0
132279,0.0,0,0,0
132280,416.0,0,0,0
132281,412.0,2,0,0
132282,0.0,0,0,0
132283,0.0,0,0,0
132284,418.0,1,0,0
132285,0.0,0,0,0
132286,418.0,0,0,0
132287,420.0,0,0,0
132288,412.0,2,0,0
132289,416.0,1,0,0
132290,0.0,0,0,0
132291,417.0,0,0,0
132292,413.0,2,0,0
132293,0.0,0,0,0
132294,0.0,0,0,0
132295,0.0,0,0,0
132296,418.0,0,0,0
132297,0.0,0,0,0
132298,0.0,0,0,0
132299,416.0,0,3,0
132300,0.0,0,0,0
132301,0.0,0,0,0
132302,0.0,0,0,0
132303,0.0,0,0,0
132304,412.0,2,0,0
132305,0.0,0,0,0
132306,0.0,0,0,0
132307,0.0,0,0,0
132308,0.0,0,0,0
132309,0.0,0,0,0
132310,0.0,0,0,0
132311,0.0,0,0,0
132312,0.0,1,0,0
132313,416.0,1,0,0
132314,0.0,0,0,0
132315,416.0,0,0,0
132316,418.0,1,0,0
132317,416.0,0,0,0
132318,0.0,0,0,0
132319,0.0,0,0,0
132320,416.0,1,0,0
132321,0.0,0,0,0
132322,0.0,1,0,0
132323,0.0,0,0,0
132324,0.0,0,0,0
132325,0.0,0,0,0
132326,0.0,1,0,0
132327,0.0,0,0,0
132328,420.0,0,0,0
132329,0.0,0,0,0
132330,0.0,0,0,0
132331,412.0,2,0,0
132332,0.0,0,0,0
132333,0.0,0,0,0
132334,413.0,2,0,0
132335,416.0,1,0,0
132336,0.0,0,0,0
132337,0.0,0,0,0
132338,419.0,0,0,0
132339,0.0,0,0,0
132340,0.0,0,0,0
132341,0.0,0,0,0
132342,0.0,0,0,0
132343,0.0,0,0,0
132344,0.0,0,0,0
132345,0.0,0,0,0
132346,0.0,0,0,0
132347,416.0,0,3,0
132348,0.0,0,0,0
132349,0.0,0,0,0
132350,418.0,0,0,0
132351,0.0,0,0,0
132352,0.0,0,0,0
132353,0.0,0,0,0
132354,0.0,0,0,0
132355,419.0,0,0,0
132356,416.0,1,0,0
132357,412.0,2,0,0
132358,0.0,2,0,0
132359,420.0,0,0,0
132360,419.0,1,0,0
132361,416.0,1,3,0
132362,412.0,2,0,0
132363,420.0,0,0,0
132364,419.0,1,0,0
132365,412.0,2,0,0
132366,420.0,0,0,0
132367,416.0,0,0,0
132368,412.0,2,0,0
132369,417.0,0,0,0
132370,416.0,1,0,0
132371,416.0,1,0,0
132372,0.0,0,0,0
132373,420.0,0,0,0
132374,416.0,1,0,0
132375,420.0,0,0,0
132376,419.0,0,0,0
132377,417.0,1,0,0
132378,0.0,0,0,0
132379,418.0,0,0,0
132380,416.0,1,0,0
132381,416.0,0,0,0
132382,418.0,1,0,0
132383,416.0,0,0,0
132384,416.0,1,0,0
132385,411.0,2,0,0
132386,0.0,0,0,0
132387,0.0,0,0,0
132388,0.0,1,0,0
132389,0.0,0,0,0
132390,416.0,0,3,0
132391,416.0,1,0,0
132392,412.0,2,0,0
132393,413.0,2,0,0
132394,420.0,0,0,0
132395,416.0,1,0,0
132396,420.0,1,0,0
132397,420.0,1,0,0
132398,419.0,0,0,0
132399,418.0,0,0,0
132400,420.0,0,0,0
132401,416.0,1,0,0
132402,416.0,0,0,0
132403,416.0,1,0,0
132404,418.0,0,0,0
132405,416.0,0,0,0
132406,411.0,2,0,0
132407,414.0,2,0,0
132408,418.0,0,0,0
132409,412.0,2,0,0
132410,420.0,0,0,0
132411,420.0,0,0,0
132412,0.0,0,0,0
132413,0.0,0,0,0
132414,0.0,0,0,0
132415,0.0,0,0,0
132416,0.0,0,0,0
132417,0.0,0,0,0
132418,0.0,0,0,0
132419,0.0,0,0,0
132420,0.0,0,0,0
132421,0.0,0,0,0
132422,0.0,0,0,0
132423,0.0,0,0,0
132424,0.0,0,0,0
132425,0.0,0,0,0
132426,0.0,0,0,0
132427,0.0,2,5,0
132428,0.0,0,0,0
132429,417.0,1,0,0
132430,416.0,1,0,0
132431,416.0,0,0,0
132432,416.0,1,0,0
132433,420.0,1,0,0
132434,420.0,0,0,0
132435,417.0,0,10,0
132436,418.0,0,0,0
132437,416.0,1,0,0
132438,0.0,0,0,0
132439,414.0,2,0,0
132440,417.0,0,0,0
132441,416.0,0,3,0
132442,418.0,0,5,0
132443,416.0,0,0,0
132444,418.0,0,0,0
132445,0.0,0,0,0
132446,0.0,0,0,0
132447,0.0,0,0,0
132448,416.0,1,0,0
132449,0.0,0,0,0
132450,416.0,1,0,0
132451,412.0,2,0,0
132452,416.0,0,0,0
132453,0.0,0,0,0
132454,416.0,1,3,0
132455,418.0,1,4,0
132456,416.0,0,0,0
132457,0.0,0,16,0
132458,411.0,2,0,0
132459,412.0,2,0,0
132460,417.0,0,0,0
132461,416.0,0,0,0
132462,411.0,2,1,0
132463,419.0,0,0,0
132464,418.0,0,0,0
132465,0.0,2,0,0
132466,416.0,0,0,0
132467,416.0,0,0,0
132468,414.0,2,0,0
132469,420.0,0,0,0
132470,0.0,0,0,0
132471,418.0,0,0,0
132472,420.0,0,0,0
132473,0.0,0,0,0
132474,0.0,0,0,0
132475,420.0,1,0,0
132476,420.0,1,0,0
132477,0.0,0,0,0
132478,0.0,0,0,0
132479,418.0,0,0,0
132480,418.0,1,0,0
132481,419.0,1,0,0
132482,418.0,0,0,0
132483,420.0,1,0,0
132484,416.0,1,0,0
132485,0.0,0,0,0
132486,0.0,0,0,0
132487,0.0,0,0,0
132488,0.0,0,0,0
132489,0.0,0,0,0
132490,0.0,0,0,0
132491,0.0,0,0,0
132492,417.0,0,0,0
132493,0.0,0,0,0
132494,418.0,0,5,0
132495,416.0,1,0,0
132496,418.0,1,9,0
132497,414.0,2,0,0
132498,418.0,0,0,0
132499,417.0,0,0,0
132500,420.0,0,0,0
132501,416.0,1,0,0
132502,0.0,0,0,0
132503,412.0,2,0,0
132504,416.0,1,3,0
132505,414.0,2,0,0
132506,418.0,0,0,0
132507,0.0,0,0,0
132508,414.0,2,0,0
132509,420.0,1,0,0
132510,418.0,0,0,0
132511,0.0,0,0,0
132513,416.0,1,0,0
132514,420.0,1,0,0
132515,419.0,1,0,0
132516,418.0,1,0,0
132517,420.0,1,0,0
132518,0.0,0,0,0
132519,416.0,0,0,0
132520,0.0,0,0,0
132521,0.0,0,0,0
132522,411.0,2,0,0
132523,0.0,0,0,0
132524,418.0,1,0,0
132525,0.0,1,0,0
132526,0.0,0,0,0
132527,0.0,0,0,0
132528,0.0,0,0,0
132529,418.0,1,0,0
132530,412.0,2,0,0
132531,416.0,0,0,0
132532,418.0,0,0,0
132533,0.0,0,0,0
132534,412.0,2,0,0
132535,420.0,0,0,0
132536,416.0,0,0,0
132537,416.0,0,0,0
132538,416.0,0,0,0
132539,413.0,2,0,0
132540,418.0,0,0,0
132541,0.0,0,0,0
132542,420.0,0,0,0
132543,0.0,0,0,0
132545,0.0,0,0,0
132546,0.0,0,0,0
132547,414.0,2,0,0
132548,0.0,1,0,0
132549,413.0,2,0,0
132550,416.0,0,0,0
132551,412.0,2,0,0
132552,0.0,0,0,0
132553,416.0,0,0,0
132554,416.0,0,0,0
132555,0.0,0,0,0
132556,416.0,0,0,0
132557,417.0,0,0,0
132558,0.0,0,0,0
132559,418.0,1,0,0
132560,0.0,0,0,0
132561,0.0,0,0,0
132562,0.0,0,0,0
132563,0.0,0,0,0
132564,0.0,1,0,0
132565,0.0,0,0,0
132566,416.0,0,0,0
132567,0.0,0,0,0
132568,0.0,0,0,0
132569,0.0,0,0,0
132570,418.0,0,0,0
132571,418.0,1,0,0
132572,0.0,1,0,0
132573,0.0,0,0,0
132574,0.0,0,0,0
132575,420.0,0,0,0
132576,418.0,0,0,0
132577,412.0,2,0,0
132578,411.0,2,0,0
132579,0.0,0,0,0
132580,0.0,2,0,0
132581,416.0,1,0,0
132582,417.0,0,0,0
132583,0.0,0,0,0
132584,416.0,0,0,0
132585,416.0,1,0,0
132586,418.0,0,0,0
132587,413.0,2,0,0
132588,412.0,2,0,0
132589,412.0,2,0,0
132590,420.0,0,0,0
132591,418.0,0,0,0
132592,0.0,0,0,0
132593,0.0,0,0,0
132594,0.0,0,0,0
132595,420.0,0,0,0
132596,418.0,0,13,0
132597,416.0,0,0,0
132598,0.0,0,0,0
132599,0.0,0,0,0
132600,416.0,1,0,0
132601,416.0,0,0,0
132602,420.0,0,0,0
132603,416.0,0,0,0
132604,416.0,0,0,0
132605,0.0,0,0,0
132606,0.0,0,0,0
132607,416.0,0,0,0
132608,0.0,0,0,0
132609,0.0,0,0,0
132610,0.0,0,0,0
132611,0.0,0,0,0
132612,0.0,0,0,0
132613,412.0,2,0,0
132614,419.0,0,7,0
132615,416.0,1,0,0
132616,420.0,1,0,0
132617,420.0,0,0,0
132618,416.0,0,0,0
132619,419.0,1,0,0
132620,412.0,2,0,0
132621,0.0,0,0,0
132622,0.0,0,0,0
132623,0.0,0,0,0
132624,0.0,0,0,0
132625,416.0,1,0,0
132626,0.0,0,0,0
132627,0.0,0,0,0
132628,0.0,0,0,0
132629,420.0,0,0,0
132630,0.0,0,0,0
132631,0.0,0,0,0
132632,0.0,0,0,0
132633,413.0,2,0,0
132634,417.0,1,0,0
132635,0.0,0,0,0
132636,417.0,1,0,0
132637,416.0,0,0,0
132638,0.0,0,0,0
132639,416.0,1,0,0
132640,0.0,0,0,0
132641,420.0,0,0,0
132642,0.0,0,0,0
132643,413.0,2,2,0
132644,0.0,0,0,0
132645,416.0,1,0,0
132646,0.0,0,0,0
132647,0.0,0,0,0
132648,420.0,0,0,0
132649,0.0,0,0,0
132650,0.0,0,0,0
132651,416.0,0,0,0
132652,0.0,0,0,0
132653,0.0,0,0,0
132654,0.0,0,3,0
132655,0.0,0,0,0
132656,0.0,0,0,0
132657,0.0,0,0,0
132658,0.0,0,0,0
132659,0.0,0,0,0
132660,0.0,0,0,0
132661,0.0,0,2,0
132662,0.0,0,0,0
132663,0.0,0,0,0
132664,416.0,0,0,0
132665,0.0,0,0,0
132666,0.0,0,0,0
132667,0.0,0,0,0
132668,0.0,0,0,0
132669,411.0,2,0,0
132670,0.0,0,0,0
132671,0.0,0,0,0
132672,0.0,0,0,0
132673,419.0,0,13,0
132674,0.0,0,0,0
132675,0.0,0,0,0
132676,0.0,2,0,0
132677,416.0,0,0,0
132678,0.0,0,0,0
132679,419.0,1,5,0
132680,0.0,0,0,0
132681,414.0,2,0,0
132682,420.0,0,0,0
132683,420.0,0,0,0
132684,0.0,0,0,0
132685,0.0,0,0,0
132686,0.0,0,0,0
132687,418.0,1,0,0
132688,0.0,0,0,0
132689,0.0,0,0,0
132690,0.0,0,0,0
132691,0.0,0,0,0
132692,0.0,0,0,0
132693,416.0,1,0,0
132694,0.0,0,0,0
132695,420.0,0,0,0
132696,0.0,0,4,0
132697,416.0,1,0,0
132698,0.0,0,0,0
132699,0.0,0,0,0
132700,0.0,0,0,0
132701,0.0,2,0,0
132702,0.0,0,0,0
132703,420.0,1,0,0
132704,418.0,0,0,0
132705,0.0,0,0,0
132706,418.0,0,0,0
132707,0.0,0,0,0
132708,413.0,2,0,0
132709,413.0,2,0,0
132710,416.0,0,0,0
132711,0.0,0,0,0
132712,0.0,0,0,0
132713,0.0,0,0,0
132714,419.0,1,0,0
132715,412.0,2,0,0
132716,416.0,0,0,0
