user_id,channel,product_id,lesson,unit_price,product_money,num_cancel,num_completed,num_student_absent,num_teacher_absent,per_completed,avg_days_class,per_weekday,per_weekend,teacher_id,num_teacher,num_issue,total_point,material,avg_days_reserve,std_days_between_class,cr_id,if_repurchase
168116,97.0,21.0,121.0,41.3,5000.0,56.0,75.0,28.0,2.0,0.62,4.84,0.72,0.28,825.0,12.0,0.0,4.72,4.7,5.706666666666667,12.285008809172316,0.0,0
136529,97.0,25.0,48.0,145.8,7000.0,0.0,1.0,0.0,0.0,0.02,144.0,0.0,1.0,426.0,1.0,0.0,4.72,4.7,7.0,0.0,233.0,0
132759,99.0,25.0,32.0,149.0,4767.0,1.0,11.0,0.0,0.0,0.34,8.727272727272727,0.9090909090909091,0.09090909090909091,239.0,4.0,0.0,4.72,4.7,5.454545454545454,5.356389557426635,233.0,0
132826,99.0,25.0,32.0,149.0,4768.0,3.0,2.0,1.0,0.0,0.06,48.0,0.5,0.5,253.0,1.0,0.0,4.72,4.7,8.5,13.435028842544403,233.0,0
132151,99.0,23.0,10.0,96.0,960.0,1.0,2.0,0.0,0.0,0.2,15.0,1.0,0.0,351.0,1.0,0.0,4.72,4.7,3.0,0.7071067811865476,233.0,0
133487,99.0,25.0,32.0,139.0,4448.0,4.0,9.0,0.0,0.0,0.28,10.666666666666666,0.7777777777777778,0.2222222222222222,381.0,6.0,0.0,4.72,4.7,10.555555555555555,14.660983747499499,233.0,0
133542,99.0,23.0,16.0,109.0,1744.0,5.0,13.0,0.0,0.0,0.81,3.6923076923076925,0.7692307692307693,0.23076923076923078,123.0,2.0,0.0,4.72,4.7,4.538461538461538,3.5246385521180637,233.0,0
133732,99.0,21.0,32.0,49.0,1568.0,0.0,17.0,0.0,0.0,0.53,5.647058823529412,0.9411764705882353,0.058823529411764705,220.0,4.0,0.0,4.2,4.6,5.235294117647059,7.725530630928322,440.0,1
133751,99.0,27.0,16.0,168.8,2700.0,5.0,16.0,0.0,0.0,1.0,2.9375,0.875,0.125,362.0,5.0,0.0,4.72,4.7,7.5,2.7049337638224467,233.0,0
134653,99.0,27.0,5.0,189.0,945.0,1.0,1.0,0.0,0.0,0.2,15.0,1.0,0.0,362.0,1.0,0.0,4.72,4.7,7.0,0.0,0.0,0
135028,0.0,23.0,50.0,110.0,5500.0,0.0,2.0,0.0,0.0,0.04,75.0,0.5,0.5,404.0,1.0,0.0,4.72,4.7,6.5,2.1213203435596424,54.0,0
135988,99.0,23.0,16.0,110.0,1760.0,3.0,6.0,0.0,0.0,0.38,8.0,0.8333333333333334,0.16666666666666666,392.0,1.0,0.0,4.72,4.7,1.3333333333333333,6.683312551921141,233.0,0
140901,99.0,25.0,16.0,187.5,3000.0,1.0,6.0,0.0,0.0,0.38,8.0,1.0,0.0,451.0,2.0,0.0,4.72,4.7,13.833333333333334,1.4719601443879744,0.0,0
143448,99.0,23.0,48.0,119.0,5712.0,1.0,6.0,0.0,0.0,0.12,24.0,1.0,0.0,404.0,3.0,0.0,4.72,4.7,6.166666666666667,5.163977794943222,154.0,0
144292,99.0,23.0,16.0,129.0,2064.0,0.0,6.0,0.0,0.0,0.38,8.0,0.8333333333333334,0.16666666666666666,450.0,1.0,0.0,4.72,4.7,6.166666666666667,13.647954669717608,297.0,0
144363,99.0,25.0,32.0,189.0,6048.0,5.0,23.0,0.0,0.0,0.72,4.173913043478261,1.0,0.0,606.0,3.0,0.0,5.0,5.0,9.478260869565217,4.889288121999044,497.0,1
146160,94.0,25.0,48.0,154.4,7412.0,10.0,35.0,1.0,1.0,0.73,4.114285714285714,0.7142857142857143,0.2857142857142857,562.0,16.0,0.0,4.833333333333333,5.0,7.428571428571429,3.3059660864421883,100.0,1
147965,95.0,32.0,32.0,179.6,5748.0,0.0,18.0,0.0,0.0,0.56,5.333333333333333,0.5555555555555556,0.4444444444444444,465.0,2.0,0.0,5.0,5.0,5.666666666666667,7.627135937845811,0.0,0
150811,99.0,25.0,5.0,200.0,1000.0,1.0,5.0,0.0,0.0,1.0,1.6,1.0,0.0,366.0,1.0,0.0,5.0,5.0,8.2,0.8944271909999159,0.0,0
160854,99.0,25.0,24.0,169.0,4056.0,1.0,5.0,0.0,0.0,0.21,14.4,1.0,0.0,317.0,4.0,0.0,5.0,5.0,14.0,2.5099800796022267,100.0,0
161212,99.0,25.0,12.0,166.7,2000.0,2.0,4.0,0.0,0.0,0.33,9.0,0.75,0.25,677.0,3.0,0.0,4.5,4.5,5.5,5.7373048260195025,223.0,0
172559,99.0,28.0,30.0,152.3,4570.0,0.0,29.0,0.0,0.0,0.97,1.0689655172413792,0.7241379310344828,0.27586206896551724,703.0,5.0,0.0,5.0,5.0,11.172413793103448,0.5109635445336237,440.0,0
16436800,94.0,25.0,10.0,199.9,1999.0,1.0,9.0,0.0,0.0,0.9,3.3333333333333335,0.6666666666666666,0.3333333333333333,1183.0,2.0,0.0,4.72,4.7,12.11111111111111,2.0275875100994063,0.0,0
16553785,99.0,25.0,32.0,199.0,6368.0,5.0,18.0,0.0,0.0,0.56,12.444444444444445,0.8333333333333334,0.16666666666666666,1684.0,6.0,0.0,4.0,5.0,22.666666666666668,8.449774719509243,319.0,0
136416,99.0,25.0,32.0,169.0,5408.0,0.0,4.0,0.0,0.0,0.12,24.0,0.5,0.5,338.0,4.0,0.0,4.72,4.7,10.5,20.61350689879494,100.0,1
134658,99.0,23.0,16.0,139.0,2224.0,1.0,12.0,0.0,0.0,0.75,4.0,0.25,0.75,390.0,1.0,0.0,5.0,5.0,2.5,2.886751345948129,677.0,1
140944,97.0,25.0,35.0,154.5,5408.0,3.0,10.0,0.0,0.0,0.29,10.5,0.8,0.2,255.0,1.0,0.0,4.72,4.7,13.9,6.624030327359453,54.0,1
146422,97.0,25.0,64.0,149.0,9536.0,10.0,45.0,0.0,0.0,0.7,4.266666666666667,0.7777777777777778,0.2222222222222222,686.0,6.0,0.0,5.0,5.0,10.666666666666666,5.449770637375484,54.0,1
147272,99.0,25.0,32.0,189.0,6048.0,6.0,11.0,0.0,0.0,0.34,8.727272727272727,0.5454545454545454,0.45454545454545453,563.0,2.0,0.0,4.72,4.7,4.7272727272727275,5.269121023817574,54.0,1
156013,97.0,21.0,48.0,66.6,3199.0,0.0,1.0,0.0,0.0,0.02,144.0,1.0,0.0,388.0,1.0,0.0,4.72,4.7,9.0,0.0,54.0,1
16422581,97.0,25.0,48.0,150.0,7200.0,1.0,28.0,0.0,0.0,0.58,5.142857142857143,0.9642857142857143,0.03571428571428571,1087.0,1.0,0.0,5.0,5.0,88.46428571428571,2.8442832295583873,54.0,1
16454147,97.0,25.0,100.0,150.0,15000.0,1.0,21.0,0.0,0.0,0.21,14.285714285714286,0.47619047619047616,0.5238095238095238,722.0,6.0,0.0,4.705882352941177,4.411764705882353,9.380952380952381,17.71238469062174,54.0,0
16456275,97.0,21.0,100.0,50.0,5000.0,4.0,19.0,0.0,1.0,0.19,36.8421052631579,0.2631578947368421,0.7368421052631579,825.0,4.0,0.0,4.72,4.7,7.684210526315789,48.66348223179242,677.0,0
16485003,2214.0,25.0,100.0,145.0,14500.0,5.0,80.0,0.0,0.0,0.8,3.75,0.6,0.4,808.0,9.0,1.0,4.72,4.7,18.3625,2.3435543167255672,54.0,1
16488391,97.0,25.0,100.0,149.0,14900.0,2.0,4.0,0.0,0.0,0.04,175.0,0.75,0.25,1357.0,2.0,0.0,4.5,4.0,9.5,302.47754737610967,54.0,0
16493556,97.0,25.0,49.0,183.7,8999.0,4.0,19.0,0.0,0.0,0.39,18.05263157894737,0.6842105263157895,0.3157894736842105,1883.0,6.0,0.0,4.72,4.7,16.736842105263158,25.34002681656686,54.0,0
16495552,97.0,25.0,64.0,149.0,9536.0,0.0,4.0,0.0,0.0,0.06,48.0,0.5,0.5,209.0,2.0,0.0,4.72,4.7,12.25,0.5773502691896257,54.0,0
16502033,97.0,25.0,32.0,175.0,5600.0,1.0,32.0,0.0,0.0,1.0,2.625,0.6875,0.3125,1059.0,1.0,0.0,4.72,4.7,129.21875,0.9583041136265399,54.0,1
16504586,97.0,25.0,69.0,156.8,10816.0,11.0,38.0,0.0,0.0,0.55,12.710526315789474,0.9210526315789473,0.07894736842105263,329.0,3.0,0.0,4.72,4.7,11.026315789473685,16.170609765842055,54.0,0
16505819,691.0,25.0,50.0,160.0,8000.0,8.0,17.0,0.0,0.0,0.34,8.823529411764707,0.8823529411764706,0.11764705882352941,677.0,3.0,0.0,4.72,4.7,14.058823529411764,6.190006176942656,54.0,0
16512445,97.0,25.0,67.0,157.6,10560.0,10.0,67.0,0.0,0.0,1.0,5.865671641791045,0.6119402985074627,0.3880597014925373,329.0,2.0,0.0,4.72,4.7,9.462686567164178,4.773144001965652,54.0,1
16516185,97.0,25.0,67.0,161.4,10816.0,8.0,29.0,0.0,0.0,0.43,13.862068965517242,0.8620689655172413,0.13793103448275862,1241.0,7.0,0.0,4.72,4.7,19.689655172413794,8.274835732746656,54.0,0
16526774,97.0,25.0,50.0,170.0,8499.0,9.0,42.0,0.0,1.0,0.84,8.333333333333334,0.9523809523809523,0.047619047619047616,923.0,7.0,0.0,4.72,4.7,9.666666666666666,6.148236577111366,54.0,0
16527941,97.0,21.0,48.0,59.2,2842.0,11.0,13.0,0.0,0.0,0.27,22.153846153846153,1.0,0.0,1561.0,9.0,0.0,4.72,4.7,8.307692307692308,19.298598328269787,54.0,1
16528085,97.0,25.0,96.0,149.0,14304.0,21.0,56.0,0.0,4.0,0.58,10.285714285714286,0.9464285714285714,0.05357142857142857,1663.0,10.0,0.0,4.72,4.7,14.017857142857142,9.943411314605695,54.0,1
16541536,97.0,25.0,98.0,155.8,15264.0,11.0,35.0,0.0,2.0,0.36,8.4,0.6571428571428571,0.34285714285714286,1509.0,3.0,1.0,4.72,4.7,27.228571428571428,18.391494197686317,54.0,0
